name,url,star,class_name,pos,tag,public_recruit,report
歌蕾蒂娅,https://prts.wiki/w/歌蕾蒂娅,6,特种,近战位,"位移,输出,控场",False,博士，我是罗德岛阿戈尔事务的负责人歌蕾蒂娅。日后工作中，我们将有许多合作的机会，但还请把我看做一个外人。我尚不值得您信任。
止颂,https://prts.wiki/w/止颂,6,近卫,近战位,输出,False,弗朗茨，哦，也就是“黑键”，跟我说了这里。我从莱塔尼亚来，我有一把剑，我会一些法术......我能帮上您的忙。
正义骑士号,https://prts.wiki/w/正义骑士号,1,狙击,远程位,"支援机械,支援",True,“滴滴”，“滴滴滴”，“滴滴”......“滴”！（“正义骑士号”，很高兴能跟随红松骑士团的大家一同报道......正义号会很有用！）
水月,https://prts.wiki/w/水月,6,特种,近战位,"输出,控场",False,啊，博士你好，凯尔希医生说从今天开始我就正式纳入博士的指挥啦！虽然可惜依旧不能算正式干员的样子，不过只要是博士找我帮忙，我一定会尽力的。
泡普卡,https://prts.wiki/w/泡普卡,3,近卫,近战位,"群攻,生存",True,行动预备组A6，泡普卡，报道。那个，A6组的大家，总是很吵闹，让博士担心了......泡普卡，知道该怎么做......
泡泡,https://prts.wiki/w/泡泡,4,重装,近战位,防护,False,你就是训练营的老大吗，你叫博士吗？嗯......但你看起来不壮啊......算了，我叫泡泡，是部落里最弱的，你要负责把我训练成第二强的哦。
波登可,https://prts.wiki/w/波登可,4,辅助,远程位,"减速,治疗",True,博士，波登可向你问好！有空的话，博士也来温室坐坐吧！
泥岩,https://prts.wiki/w/泥岩,6,重装,近战位,"生存,防护,输出",False,萨卡兹雇佣兵，泥岩......您就是博士吗，罗德岛救了我不止一次，现在，请让我回报您吧。
泰拉大陆调查团,https://prts.wiki/w/泰拉大陆调查团,1,狙击,远程位,控场,False,听从阁下的召唤喵，艾露猫特别行动小组......最优秀的第一期泰拉大陆调查团来也！喵！不要踩我的脑袋喵！
洋灰,https://prts.wiki/w/洋灰,5,重装,近战位,防护,False,啊，你就是大家说的博士！我是新来的工程部干员，也是雷姆必拓夏娜工程小队的工头，这是我的名片。
洛洛,https://prts.wiki/w/洛洛,5,术师,远程位,输出,False,伦蒂尼姆市民自救军术师，洛洛，向你报到。博士，我们曾经有一些误会，但我不会再被那些偏见蒙蔽，希望我们能愉快地合作。
流明,https://prts.wiki/w/流明,6,医疗,远程位,"治疗,支援",False,您就是......博士吗？初次见面，我的代号是“流明”，今后会作为罗德岛的一员行动。就算只能为您提供一丝微弱的光，我也会竭尽全力。
流星,https://prts.wiki/w/流星,4,狙击,远程位,"输出,削弱",True,你好，我是流星，来自森林的弓箭手。您需要擅长远程援护的干员吗？
浊心斯卡蒂,https://prts.wiki/w/浊心斯卡蒂,6,辅助,远程位,"支援,生存,输出",False,我在等你，博士。我等你太久，太久了，我甚至已经忘了为什么要在这里等你......不过这些都不重要了。不再那么重要了。
海沫,https://prts.wiki/w/海沫,5,近卫,近战位,输出,False,所以，你就是那个“博士”了。我想我没什么可对自己做介绍的。我能够站在这里，也就意味着你已经阅览并批复了所有，关于我的文件吧。
海蒂,https://prts.wiki/w/海蒂,5,辅助,远程位,"支援,治疗",False,从很久以前开始，我就想见见罗德岛的各位了。很高兴再认识你一次，博士，叫我海蒂就好。
涤火杰西卡,https://prts.wiki/w/涤火杰西卡,6,重装,近战位,"防护,生存,输出",False,有很长一段时间没见了，博士，很开心还能为您做事。是啊，我是有了很多变化。如果能抽出时间来，我真的很想和您聊聊......
淬羽赫默,https://prts.wiki/w/淬羽赫默,6,辅助,远程位,"支援,生存,治疗",False,博士，往后我在罗德岛的逗留时间会不可避免地有所减少。但是有一点我可以保证，我与罗德岛的联系只会更加紧密，因为我相信罗德岛，也相信你。
深律,https://prts.wiki/w/深律,5,重装,近战位,"防护,治疗",False,博士，我受莱塔尼亚女皇赫琳玛特所托来此，希望接下来能与您保持友好交流。我可以做您的信使，也可以做您的乐手。
深海色,https://prts.wiki/w/深海色,4,辅助,远程位,召唤,False,请叫我“深海色”。我的职业是画家，对，只是一个“画家”哦。
深靛,https://prts.wiki/w/深靛,4,术师,远程位,"输出,控场",False,你好，博士，我叫艾莉亚......呃，不对，是深靛。我以前是一名灯塔看守人......见习的。现在是一名术师，还是......见习的。
清流,https://prts.wiki/w/清流,4,医疗,远程位,"治疗,支援",True,您好！我是城邦水道清理人，代号清流！今后贵舰的用水卫生安全就请放心交给我~啊，这是我从老家带来的腌菜，大家都可以尝尝，保证好吃~
清道夫,https://prts.wiki/w/清道夫,4,先锋,近战位,"费用回复,输出",True,我是清道夫，肮脏的工作我来做，你和那些家伙一样，只要付钱就行了。
温米,https://prts.wiki/w/温米,5,术师,远程位,"元素,爆发",False,博士，又见面啦，想念雷姆必拓风味的炖菜吗？我正要和兰娜姐去后厨看......我不是小锅盖，请不要再叫我小锅盖啦——
温蒂,https://prts.wiki/w/温蒂,6,特种,近战位,"位移,输出,控场",True,你好，我是罗德岛工程部的温蒂，很早以前就听说过博士的大名了，希望之后能多多指教。啊，握手的话请用这边带着手套的右手。
澄闪,https://prts.wiki/w/澄闪,6,术师,远程位,输出,False,终于到了......您好，博士，我是新就任的干员澄闪，以后就有劳您指导了。
濯尘芙蓉,https://prts.wiki/w/濯尘芙蓉,5,医疗,远程位,治疗,False,博士，我回来了——博士，这一次外勤工作的时间是比较长，可也不要用不认识的眼神看着我啊......医疗干员芙蓉，向您报到。
火哨,https://prts.wiki/w/火哨,5,重装,近战位,"输出,防护",False,感谢您选择与我司合作！我是火哨安保公司的负责人，我叫——欸？干员代号？嗯......直接叫我火哨好了！没错，这也是提升客户认知度的重要环节！
火神,https://prts.wiki/w/火神,5,重装,近战位,"生存,防护,输出",True,他们都叫我火神。如果需要的话，我可以给你们损毁的武器做维护，另外......我需要的锻冶设备就在这张图纸里。
火龙S黑角,https://prts.wiki/w/火龙S黑角,5,近卫,近战位,"生存,输出",False,干员黑角，带着新的装备来接受博士的指挥了！不管敌人是暴徒还是凶恶的生物，都交给俺来处理吧！
灰喉,https://prts.wiki/w/灰喉,5,狙击,远程位,输出,True,你就是博士？我听阿米娅提起过你，我就是灰喉，请不要让我失望。
灰毫,https://prts.wiki/w/灰毫,5,重装,近战位,"输出,防护",False,红松骑士团，“灰毫”，格蕾纳蒂。感谢罗德岛的接纳。
灰烬,https://prts.wiki/w/灰烬,6,狙击,远程位,输出,False,彩虹小队成员，代号灰烬，已获得行动授权，请开始部署任务。
灵知,https://prts.wiki/w/灵知,6,辅助,远程位,削弱,False,罗德岛的博士，久仰大名，你可以叫我灵知，自从罗德岛与喀兰建立起关系后我一直想要见一见你。
炎客,https://prts.wiki/w/炎客,5,近卫,近战位,"输出,生存",False,又见面了，博士。不要紧，我知道你现在的情况，也对你没有威胁。请把我当做武器来运用，博士。
炎熔,https://prts.wiki/w/炎熔,3,术师,远程位,群攻,True,炎熔、术师。因为无聊想找点事做，所以就随便加入你们这了......但听说我的天敌也在这里，所以我能现在就辞职吗？
炎狱炎熔,https://prts.wiki/w/炎狱炎熔,5,术师,远程位,输出,False,喂，等等，谁让你不敲门进来的——啊，是博士啊。为什么要换上这身？啊......准备去训练场再试探一下自身技艺的极限。要来看看吗，博士？
烈夏,https://prts.wiki/w/烈夏,5,近卫,近战位,"输出,支援",False,欸，博士，我们都这么熟了，我真的有必要做这种事吗？走一下形式？好吧。乌萨斯学生自治团，烈夏，报到！
焰尾,https://prts.wiki/w/焰尾,6,先锋,近战位,"费用回复,生存",False,红松骑士团团长，焰尾骑士，索娜！您就是博士？唔......嗯......虽然和想象的不太一样，不过算啦，以后就要靠您了，博士！
焰影苇草,https://prts.wiki/w/焰影苇草,6,医疗,远程位,"治疗,输出,削弱",False,我知道，你们会有很多新的问题，关于我的身份、我的目的......但，我仍然只是苇草。
煌,https://prts.wiki/w/煌,6,近卫,近战位,"输出,生存",True,罗德岛干员，煌，向你报道。拿着，这是可以直接调遣我的权限认可书，凯尔希医生已经签了名了。好了博士，就让其他小队看看我们的本事吧！
熔泉,https://prts.wiki/w/熔泉,5,狙击,远程位,输出,False,阿丽安罗特，代号熔泉。我不喜欢给普通人干活，希望你能表现出自己有别于常人的地方。
燧石,https://prts.wiki/w/燧石,5,近卫,近战位,输出,True,又见面了啊，我是我们部族最高大强壮的战士，燧石。听说你们这里有很多很强的家伙？很好，我会挨个去挑战。啊对了，你知道在哪儿能找到煌大头目吗？
爱丽丝,https://prts.wiki/w/爱丽丝,5,术师,远程位,输出,False,我是爱丽丝，梦城堡的主人，摇篮的守门人。按照约定，前来归还曾被客人寄存在城堡的东西......奇怪，我怎么找不到那位客人在哪里？
特米米,https://prts.wiki/w/特米米,5,术师,远程位,"输出,生存",False,您好，博士。呃我不是来捣乱的，我是，嗯，学习，对，来学习的。嘉维尔都过来了，我也不好一个人待在家乡，对吧。
狮蝎,https://prts.wiki/w/狮蝎,5,特种,近战位,"输出,生存",True,我是狮蝎，能力是，悄无声息地夺走别人的生命......请别害怕，这次的目标，不是你......
猎蜂,https://prts.wiki/w/猎蜂,4,近卫,近战位,输出,True,哟！老板您眼光不错嘛！世上最强的地下拳手，就是我猎蜂！
玛恩纳,https://prts.wiki/w/玛恩纳,6,近卫,近战位,"输出,爆发",False,玛恩纳·临光，根据合同条款，协助罗德岛在卡西米尔境内的业务......您此前已经知晓本人姓名。我并非骑士，也没有封号。
玫兰莎,https://prts.wiki/w/玫兰莎,3,近卫,近战位,"输出,生存",True,......玫兰莎。从现在起，我的利刃将为您所用。
玫拉,https://prts.wiki/w/玫拉,5,狙击,远程位,"输出,爆发",False,初次见面，博士，以后我将作为外勤干员为您服务。希望我的火力不会辜负您的期望。
琳琅诗怀雅,https://prts.wiki/w/琳琅诗怀雅,6,特种,近战位,"快速复活,爆发",False,好久不见，博士。咳咳，重新自我介绍一下，龙门近卫局“准局长”，碧翠克斯·施怀雅——我真的是局长！谁说近卫局局长就不能放假？
琴柳,https://prts.wiki/w/琴柳,6,先锋,近战位,"费用回复,支援",False,您就是罗德岛的指挥官？新人琴柳，向您报到！
瑕光,https://prts.wiki/w/瑕光,6,重装,近战位,"防护,治疗,输出",False,卡西米尔骑士，代号“瑕光”，嘿——早就听姐姐说过很多你的事情啦，博士，直接喊我玛莉娅也可以哦？
白金,https://prts.wiki/w/白金,5,狙击,远程位,输出,True,卡西米尔无胄盟刺客，依约而来。怎么称呼？嗯......就叫我白金吧，请多关照咯。
白铁,https://prts.wiki/w/白铁,6,辅助,近战位,"支援,输出",False,博士，我们都一起冒过那么多次险了，还需要这几张纸来体现交情吗？等等，你说签了这份合同之后，工程部的宝贝们随我拆？说好了啊，“白铁”——搞定。
白雪,https://prts.wiki/w/白雪,4,狙击,远程位,"群攻,减速",True,白雪，依照文月公主的嘱托，协助陈小姐行动，并听从你的差遣。
白面鸮,https://prts.wiki/w/白面鸮,5,医疗,远程位,"治疗,支援",True,前莱茵生命数据维护员白面鸮，如果方便的话，请使用命令行完成您所需的操作。
百炼嘉维尔,https://prts.wiki/w/百炼嘉维尔,6,近卫,近战位,"爆发,输出,生存",False,停，博士，我知道你想问什么，我的档案还在医疗部挂着呢。只是凯尔希医生说的也对，医生在前线横冲直撞对医疗部的风评确实不好，所以以后我就用这一身上了。
真理,https://prts.wiki/w/真理,5,辅助,远程位,"减速,输出",True,我是真理，虽然还是一名学生，却因为会使用法术，所以就被招募了......是啊，身为学生却站在这种地方，真是奇怪，不是吗？
石棉,https://prts.wiki/w/石棉,5,重装,近战位,"防护,输出",True,虽然我一年里至少有一半时间在外探险，但工资我要正常待遇，也要给我留一间宿舍，你要这样的员工？......要了？哈？啧，神经。
石英,https://prts.wiki/w/石英,4,近卫,近战位,输出,False,博士您好，我是石英......我应该没有迟到。
砾,https://prts.wiki/w/砾,4,特种,近战位,"快速复活,防护",True,啾——嗯？怎么脸红了？这只是初见的问候，可没什么其他的意思哦。那么，卡西米尔骑士砾，就请您多有包涵啦，嘻嘻。
稀音,https://prts.wiki/w/稀音,5,辅助,远程位,"召唤,支援",False,“摄影师稀音与摄影辅助机器人镜头，很高兴能认识你。”您好。
空,https://prts.wiki/w/空,5,辅助,远程位,"支援,治疗",False,(｡･∀･)ﾉﾞ嗨！我是来自MSR的，大家的偶像空~！呃，抱歉抱歉~这种风格的自我介绍，好像不太适合罗德岛吧。呜......
空弦,https://prts.wiki/w/空弦,6,狙击,远程位,输出,False,兰登修道院所属修士，干员空弦，为了重建闻名遐迩的兰登修道院，今日起与贵司正式合作，请博士务必过目一下这些商务合作条款！
空构,https://prts.wiki/w/空构,5,特种,远程位,"支援,输出",False,拉特兰教皇厅第六厅外派人员，空构，前来罗德岛交流。对了，为了避免安全检查，我的行李上有会自爆的小机关哦。嗯，行李里也不一定都是安全物品。
空爆,https://prts.wiki/w/空爆,3,狙击,远程位,群攻,True,行动预备组A6，空爆，前来报道！哎呀~我一眼就能看出来，你和那个死板的，啊不，令人尊敬的教官杜宾小姐，可是一点都不一样，对吧？
米格鲁,https://prts.wiki/w/米格鲁,3,重装,近战位,防护,True,我是米格鲁！虽然，招募评定的成绩不太理想，但就算作为实习生我也会努力帮忙的！
絮雨,https://prts.wiki/w/絮雨,5,医疗,远程位,治疗,False,我的代号是絮雨，不过是一介巡游医师。如果可以的话，就将我当做在屋檐下避雨的旅人吧，请不要太在意我的事......
红,https://prts.wiki/w/红,5,特种,近战位,"快速复活,控场",True,猎狼人，红，闻到了狼的气息。
红云,https://prts.wiki/w/红云,4,狙击,远程位,输出,True,红云，猎人。给我工作吧，你不会失望的。
红豆,https://prts.wiki/w/红豆,4,先锋,近战位,"输出,费用回复",True,请问，这里是博士的办公室吗，我找博士很久了，麻烦你......什么？你就是博士？哼哼，干员红豆来报到了！
红隼,https://prts.wiki/w/红隼,5,先锋,近战位,"费用回复,输出",False,既然我选择站在这里，那脚下这片土地就是我新的家园。
纯烬艾雅法拉,https://prts.wiki/w/纯烬艾雅法拉,6,医疗,远程位,治疗,False,前辈，我回来啦，这些是带给你们的礼物，我等下拿去送给凯尔希医生和阿米娅。这次汐斯塔的火山爆发，我拿到了不少新数据和标本，前辈要来一起看看吗？
绮良,https://prts.wiki/w/绮良,5,特种,近战位,"输出,生存",False,......您好，我是绮良。......那个，如果没什么事了的话，我可以走了吗？
维荻,https://prts.wiki/w/维荻,4,特种,近战位,"生存,快速复活",False,我需要一份工作，而作为一家制药公司，罗德岛想必不会拒绝一名经验丰富的植物猎人。所谓植物猎人，就是......啊？在这里签字就可以了？真的？
缄默德克萨斯,https://prts.wiki/w/缄默德克萨斯,6,特种,近战位,"快速复活,输出",False,又见面了，博士。叙拉古的雨季容易弄湿尾巴，这里的环境更舒适。别担心，快递业务能天使她们会继续受理，不过，如果仍有指派给我个人的任务，我也会执行。
缠丸,https://prts.wiki/w/缠丸,4,近卫,近战位,"生存,输出",True,缠丸，现在正式加入罗德岛！我来负责战斗，指挥就交给博士你了！
缪尔赛思,https://prts.wiki/w/缪尔赛思,6,先锋,远程位,"费用回复,控场",False,莱茵生命，生态科主任，缪尔赛思。不过我们之间应该不需要这么正式的问候吧，博士。毕竟，我们早就是朋友了。
罗宾,https://prts.wiki/w/罗宾,5,特种,远程位,"召唤,位移",False,你好，博士，我是新加入的干员，请叫我罗宾就好。我很缺钱，所以如果不嫌弃的话，请尽管差遣我吧。
罗小黑,https://prts.wiki/w/罗小黑,4,近卫,近战位,输出,False,博士你好，我叫小黑，是个妖精。
罗比菈塔,https://prts.wiki/w/罗比菈塔,4,辅助,近战位,"防护,支援",False,您好，我是罗比菈塔，又见面啦！请问在这里签名的话，我是不是就可以成为您的专属造型师了？咦......“成为干员”？随便啦，能留下就没问题。
羽毛笔,https://prts.wiki/w/羽毛笔,5,近卫,近战位,输出,False,博士，你好，我是陈小姐推荐来的，名字是拉菲艾拉，今天开始正式加入罗德岛。欸，代号？唔......就叫我羽毛笔吧。
翎羽,https://prts.wiki/w/翎羽,3,先锋,近战位,"输出,费用回复",True,翎羽，原属拉特兰戍卫队，愿意成为你的戟、你的羽翼，为了你的生命而战。
耀骑士临光,https://prts.wiki/w/耀骑士临光,6,近卫,近战位,输出,False,誓言，信赖，从来不会被时间改变，不是么，博士？耀骑士玛嘉烈·临光，归列。
老鲤,https://prts.wiki/w/老鲤,6,特种,近战位,"快速复活,生存,输出",False,你好你好，阁下就是博士？我家的雇员承蒙罗德岛照顾了，他们没给诸位添什么麻烦吧？对了，这是事务所的名片，您收好。
耶拉,https://prts.wiki/w/耶拉,5,术师,远程位,"输出,控场",False,嘘......博士，我这次是陪恩雅偷偷来的，你可不要告诉恩希亚还有喀兰贸易的人，不然的话，她就麻烦了。
能天使,https://prts.wiki/w/能天使,6,狙击,远程位,输出,True,口令是“企鹅帝国万岁”，你就是雇主吗？叫我能天使。我和那个冷淡的鲁珀人可不一样，你要是想找点有趣的事做，随时都可以来叫我！
至简,https://prts.wiki/w/至简,5,术师,远程位,输出,False,我是被嘉维尔拖来的新干员至简。原来这就是移动舰船啊，那你们躲天灾比在地下方便多了。哼，那些人一天就知道乐呵呵地喝酒——嘉维尔你打我干什么！
艾丝黛尔,https://prts.wiki/w/艾丝黛尔,4,近卫,近战位,"群攻,生存",True,您、您好......那个，呃，对不起......我的角不小心把您办公室的门捅穿......了......
艾丽妮,https://prts.wiki/w/艾丽妮,6,近卫,近战位,"爆发,输出,控场",False,伊比利亚审判庭信使，艾丽妮。你就是罗德岛的博士？那几个阿戈尔的猎人好像很信任你......接下来的合作中，让我看看你的特别之处吧。
艾雅法拉,https://prts.wiki/w/艾雅法拉,6,术师,远程位,"输出,削弱",False,我是艾雅法拉，加入罗德岛前一直在研究火山地质。因为矿石病的影响，我的听力不太好，也许，以后要多多麻烦您了，前辈~
芙兰卡,https://prts.wiki/w/芙兰卡,5,近卫,近战位,"输出,生存",False,防化干员芙兰卡，为了最大限度抑制矿石带来的污染，就让我贡献一份力量吧。
芙蓉,https://prts.wiki/w/芙蓉,3,医疗,远程位,治疗,True,实习医生芙蓉，今天开始，我会负责您和罗德岛各位干员的健康管理项目，请多多关照！
芬,https://prts.wiki/w/芬,3,先锋,近战位,费用回复,True,我是芬，长枪手，现在正担任着行动预备组A1的队长一职。我和我的小队一定会竭尽全力，成为罗德岛可靠的战力。
芳汀,https://prts.wiki/w/芳汀,4,近卫,近战位,输出,True,代号芳汀，今天起正式加入。你就是博士啊......那就让我们试着好好相处吧，博士老师。
苇草,https://prts.wiki/w/苇草,5,先锋,近战位,"费用回复,输出",True,是你们......救起了我吗？想知道我的名字？......就叫我“苇草”吧......就像池边的芦苇，怎么样，都可以的......
苍苔,https://prts.wiki/w/苍苔,5,近卫,近战位,"输出,支援",False,博士你好，我是埃尼斯，从今天起就正式加入罗德岛了。啊？代号？我想想......就叫“苍苔”吧，希望我能像青苔一样，在山岩和礁石上留下脚印。
苏苏洛,https://prts.wiki/w/苏苏洛,4,医疗,远程位,治疗,True,医疗干员苏苏洛向您报道。即使博士您身兼多种要职，是干员们的导师，但医生的话，您也是要听的哦。
苦艾,https://prts.wiki/w/苦艾,5,术师,远程位,输出,False,感谢救助，我这条命算是欠你们的。虽然能做的不多，但以后如果有用得着我的地方，尽管说。代号？......嗯，就叫我苦艾吧。
莫斯提马,https://prts.wiki/w/莫斯提马,6,术师,远程位,"群攻,支援,控场",True,你好，博士，我是莫斯提马。你应该听大帝说过，我不受罗德岛与企鹅物流的合约约束，可以自由行动。不过，闲时我也会在罗德岛逗留。那么，请多指教。
莱伊,https://prts.wiki/w/莱伊,6,狙击,远程位,输出,False,我通过干员测试了，博士，谢谢你们的邀请。那趟追寻之旅结束了，但我想在这艘船上找到新的目标。
莱恩哈特,https://prts.wiki/w/莱恩哈特,5,术师,远程位,"群攻,爆发",True,天灾信使莱恩哈特，不知道博士你之前有没有在哪听说过？没有？啊，那就好办了，看来我不用像之前被人事姐姐缠住时一样再讲一遍故事了。
菲亚梅塔,https://prts.wiki/w/菲亚梅塔,6,狙击,远程位,输出,False,我的职责是监视莫斯提马，在这里我也会和她一起行动，没问题吧。要取代号？......直接叫我菲亚梅塔就行，老头子们起的那些名字我已经受够了。
蓝毒,https://prts.wiki/w/蓝毒,5,狙击,远程位,输出,True,初次见面，我是蓝毒，想必您已经听凯尔希医生提起过我，那么，该如何运用我这“毒物”的能力，就交由您来决定了。
薄绿,https://prts.wiki/w/薄绿,5,术师,远程位,"群攻,控场",False,谢谢你陪我一起搬这些书，放在这里就可以了。那个，我的代号是薄绿，你呢？......欸，博士？你就是天火学姐说的那个博士吗？
薇薇安娜,https://prts.wiki/w/薇薇安娜,6,近卫,近战位,"输出,生存",False,您好，玛嘉烈向我提起过您。可惜在大骑士领的时候，我们没有机会认识......当时我还被称作“烛骑士”。叫我薇薇安娜吧，博士。
蚀清,https://prts.wiki/w/蚀清,5,术师,远程位,"群攻,削弱",False,您好，博士。雷神工业派驻人员，蚀清，想必您已在百忙之中过目了相关的合同与表单。那么，请容我获知之后的工作安排流程吧。
蛇屠箱,https://prts.wiki/w/蛇屠箱,4,重装,近战位,防护,True,欸？这里是什么地方？我是谁？
蜜莓,https://prts.wiki/w/蜜莓,5,医疗,远程位,治疗,False,您好，我是新加入医疗部的实习医师蜜莓，您就是博士吧？......嗯，和凯尔希医生说的一样，博士和其他人不太一样，只要看到就一定不会认错。
蜜蜡,https://prts.wiki/w/蜜蜡,5,术师,远程位,"群攻,防护",True,......。啊，抱歉，我走神了。你好，博士，我是，我的代号是，呃......对了，我想起来了，是蜜蜡。好听吗？这是最近我的家族的人给我取的！
褐果,https://prts.wiki/w/褐果,4,医疗,远程位,治疗,False,博士，初次见面，这个送给你。是我用搜集来的矿物做的标本箱，天青石、绿松石、梅花碧玺、玉髓......
见行者,https://prts.wiki/w/见行者,5,特种,近战位,"位移,控场",False,您好，我是经由中庭公证所外调协议派遣来罗德岛的职员。代号？嗯......您叫我见行者就好。这是协议的相关文件，接下来一段时间就麻烦您了。
角峰,https://prts.wiki/w/角峰,4,重装,近战位,防护,True,同盟者，在此对您致以雪境之礼。我是银灰老爷此次派驻的护卫之一，代号为角峰。
讯使,https://prts.wiki/w/讯使,4,先锋,近战位,"费用回复,防护",False,尊敬的罗德岛领袖，您的盟友，雪境的讯使在此。您与银灰老板的契约期内，碰上困难，就试着打个响指呼唤在下吧。
诗怀雅,https://prts.wiki/w/诗怀雅,5,近卫,近战位,"输出,支援",True,龙门高级警司诗怀雅，现在，作为训练顾问，受聘于罗德岛。博士，为了龙门的未来，我们两人可得好好相处！
调香师,https://prts.wiki/w/调香师,4,医疗,远程位,治疗,True,初次见面，博士。我是调香师莱娜。您听说过调香师这种职业吗？
谜图,https://prts.wiki/w/谜图,5,先锋,近战位,"费用回复,快速复活",False,您应该已经收到了公爵亲署的信函，接下来我会使用“谜图”这个代号驻舰活动。不用费心调查，我会将所有可以公开的个人资料交给您。
豆苗,https://prts.wiki/w/豆苗,4,先锋,远程位,"费用回复,召唤",False,你好，博士，我是豆苗，从今天起加入......欸，包里？啊，这个小家伙叫豌豆黄。来，豆豆，和博士打个招呼吧。
贝娜,https://prts.wiki/w/贝娜,5,特种,近战位,"输出,快速复活",False,我叫贝娜，来找一个出门就忘了回家的笨蛋。听说她还有些活要干，没办法，我也在这陪她一会好了。
贾维,https://prts.wiki/w/贾维,5,先锋,近战位,"费用回复,输出",True,嘿，你就是博士吧？你好你好，幸会幸会，小爷贾维，今天起就是你的手下了！
赤冬,https://prts.wiki/w/赤冬,5,近卫,近战位,"生存,输出",False,赤冬，剑士，最强的那种。我的刀？无论在哪，我都不会放下刀。哈哈，怕了的话躲远一些。
赫德雷,https://prts.wiki/w/赫德雷,6,近卫,近战位,输出,False,令人怀念的地方，博士。这份委托的细节我并不在意，只是关于报酬，除了赏金之外，我还有些更好的想法。
赫拉格,https://prts.wiki/w/赫拉格,6,近卫,近战位,"输出,生存",True,赫拉格，一介被感染了的武夫。为了重建我的诊所“阿撒兹勒”以及保护我的家人，我愿意和罗德岛合作。事先声明，我不懂医术。
赫默,https://prts.wiki/w/赫默,5,医疗,远程位,治疗,True,奥利维亚·赫默，莱茵生命医学研究所的源石研究者。清除这个世界上所有的矿石病，这是我的愿望，即使为此面临生命危险也不会改变。
跃跃,https://prts.wiki/w/跃跃,4,狙击,远程位,输出,False,跃跃，或者随你怎么叫都行，能站在你面前还不够证明我的本事吗？今后我就替你做事啦，好好期待吧，你可别让我腻了哦。
车尔尼,https://prts.wiki/w/车尔尼,5,重装,近战位,"防护,输出",False,博士您好，我是车尔尼，我的魅力与趣味，已经全部倾注在我的乐曲之中，至于我本人，不过是一个乏善可陈的乐手而已，无需多做介绍。
达格达,https://prts.wiki/w/达格达,5,近卫,近战位,"输出,生存",False,塔楼骑士伊莎贝尔·孟塔古，代表推进之王与我们的小同盟，向您致意。我穿得不像骑士？可、可不能以貌取人！
远山,https://prts.wiki/w/远山,4,术师,远程位,群攻,True,遵从阿尔克纳的指引，我的命运终于与您交汇了，博士。
远牙,https://prts.wiki/w/远牙,6,狙击,远程位,输出,False,红松骑士团所属骑士，“远牙”查丝汀娜，叫我远牙就好。我听过关于罗德岛，还有你的事，博士。
迷迭香,https://prts.wiki/w/迷迭香,6,狙击,远程位,输出,False,你好博士，精英干员迷迭香来报道了。凯尔希批准了，你现在可以指挥我和我的小队。把我的能力用在对的地方吧，博士。对了，我很容易忘事，记得提醒我。
送葬人,https://prts.wiki/w/送葬人,5,狙击,远程位,群攻,True,罗德岛的博士，你好。我是与贵司签署了清理协议的拉特兰公民，这里是我的证件。一定要知道怎么称呼我？你可以叫我送葬人，如果你坚持的话。
酸糖,https://prts.wiki/w/酸糖,4,狙击,远程位,输出,True,干员，酸糖，这块滑板是登记的装备，嗯，有什么问题尽管交给我吧。
重岳,https://prts.wiki/w/重岳,6,近卫,近战位,爆发,False,博士，有劳你照顾我那几个妹妹，接下来我也会在罗德岛叨扰一段时间。你称呼我“重岳”便好......是位故人取的名字。
野鬃,https://prts.wiki/w/野鬃,5,先锋,近战位,"费用回复,输出",False,“野鬃”艾沃娜，我是红松骑士团的骑士。索娜说这里对感染者很友好？那就行。
铃兰,https://prts.wiki/w/铃兰,6,辅助,远程位,"减速,支援,输出",True,罗德岛干员丽萨......啊不对，是铃兰，干员铃兰！是我自己挑的代号喔，今天开始正式作为干员行动，请多指教！
铅踝,https://prts.wiki/w/铅踝,4,狙击,远程位,输出,False,博士你好，我是铅踝，擅长远距离狙击，工作日内若有大小任务都可以交付给我。
铎铃,https://prts.wiki/w/铎铃,5,近卫,近战位,输出,False,您好，请问您是这里的负责人博士吗？听说这里可以用劳动换取治疗矿石病的机会......叫我铎铃吧，是一个代表希望的名字。
银灰,https://prts.wiki/w/银灰,6,近卫,近战位,"输出,支援",True,银灰，你的盟友，前来助力。你不会让我失望的，对吗。
铸铁,https://prts.wiki/w/铸铁,5,近卫,近战位,"生存,输出",False,初次见面，新雇主，本人是科林尼亚的雇佣兵，铸铁。手续已经完成了，接下来请期待我的工作成果。
锏,https://prts.wiki/w/锏,6,近卫,近战位,"爆发,输出,削弱",False,锏。代号？你可以当作这就是我的名字。我看过合同了，我的工作内容看起来并没有什么区别，只是换了一个保护对象而已。
锡兰,https://prts.wiki/w/锡兰,5,医疗,远程位,治疗,False,你好，我是锡兰，维多利亚国立大学毕业，专攻方向是源石研究，经过凯尔希医生批准，从今天起在罗德岛实习，请多关照，博士。
闪击,https://prts.wiki/w/闪击,5,重装,近战位,"防护,输出",False,彩虹小队成员，代号闪击。你下令，我就把盾拍在目标脸上！
闪灵,https://prts.wiki/w/闪灵,6,医疗,远程位,"治疗,支援",True,巡回医师闪灵。你在哪里见过我吗？或许在旅途中，我们也曾擦肩而过。
